iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
ZMB,Zambia,2018,1,41.5797,48.6730,47.9652,35.0000,35.3754,20.7000,,-0.5390,0.5402,0.6483,3442.2731,11.7483,3.8615,60.9123,87.2000,0.4330,0.3718,0.5942,0.6530,0.4412,0.4948,-0.0110,1.4111,0.7949,0.7981,0.6909,1.1950,1.0561,0.1190,P4>P3>P5>P1>P2,0,
PAK,Pakistan,2018,1,41.4758,42.5142,44.4173,33.0000,28.3402,24.1000,0.1747,-0.4450,0.3619,0.7151,4979.3735,1.2412,0.3955,31.9741,96.3000,0.4035,0.3972,0.5385,0.7998,0.2586,0.4937,-0.0138,1.1139,1.0167,0.6894,1.7299,0.3020,1.0358,0.2046,P4>P3>P1>P2>P5,0,
CIV,Cote d'Ivoire,2018,1,41.4644,46.2410,50.1745,35.0000,38.0747,20.0000,0.0698,-1.1640,0.4290,0.6122,4945.6252,3.1100,1.6875,50.2089,94.6000,0.4322,0.3122,0.5206,0.7655,0.3569,0.4790,-0.0528,1.4066,0.3669,0.3938,1.3390,0.6343,0.9656,0.1794,P4>P3>P1>P5>P2,0,
UGA,Uganda,2018,1,41.6890,45.0276,48.5369,26.0000,27.0136,25.3000,,-0.7290,0.5175,0.7042,2312.0575,8.3889,6.0797,53.2612,95.1000,0.4031,0.3778,0.6109,0.6179,0.3701,0.4780,-0.0556,1.1352,0.9603,0.8785,0.5424,0.7141,0.8933,0.1270,P4>P3>P1>P2>P5,0,
MRT,Mauritania,2018,1,35.1171,42.7838,42.8482,27.0000,29.7490,,0.0102,-1.5080,0.3877,0.7295,5429.2322,2.8083,6.0310,53.1084,92.2000,0.3694,0.3628,0.5586,0.6999,0.3814,0.4729,-0.0691,0.8215,0.3310,0.8030,1.0996,0.7831,0.8027,0.1501,P4>P3>P5>P1>P2,1,GII
ETH,Ethiopia,2018,1,40.9791,43.3015,41.5148,34.0000,38.6140,,0.2744,-1.0020,0.3248,0.6963,2095.3176,6.3689,5.9555,45.3038,99.6000,0.3995,0.4535,0.5106,0.6283,0.3115,0.4722,-0.0710,1.0326,0.8828,0.4627,0.6098,0.3908,0.7420,0.1190,P4>P3>P2>P1>P5,1,GII
HTI,Haiti,2018,1,17.2801,36.8029,35.2779,20.0000,18.7556,,,-0.9720,0.4857,0.6781,3196.9739,0.4403,6.1815,52.7965,102.0000,0.2734,0.4589,0.5819,0.6859,0.3390,0.4705,-0.0753,0.3260,0.9379,0.6824,1.2724,0.5503,0.7032,0.1696,P4>P3>P2>P5>P1,1,GII
ZWE,Zimbabwe,2018,1,30.9765,34.6906,33.2992,22.0000,21.3156,23.1000,,-1.1160,0.5903,0.6293,3992.8907,3.3782,2.3769,51.8108,102.3000,0.3024,0.3320,0.6098,0.7412,0.3328,0.4621,-0.0978,0.3743,0.5294,0.8513,1.1799,0.4988,0.6587,0.1993,P4>P3>P5>P2>P1,0,
TGO,Togo,2018,1,33.0529,45.0065,44.0958,30.0000,32.5733,18.9000,,-1.0970,0.5225,0.6246,2067.0664,4.8736,4.7768,50.9850,85.2000,0.3804,0.3127,0.5736,0.6573,0.3999,0.4594,-0.1048,0.9781,0.3983,0.6224,0.7345,0.9080,0.7841,0.1443,P4>P3>P5>P1>P2,0,
CMR,Cameroon,2018,1,38.1570,37.3033,42.6462,25.0000,25.2600,23.8000,,-1.3980,0.5349,0.6337,4010.7636,6.1046,2.9716,40.7994,95.3000,0.3578,0.3102,0.5843,0.7133,0.3069,0.4572,-0.1107,0.6952,0.4747,0.7155,0.9551,0.4034,0.6776,0.1842,P4>P3>P1>P2>P5,0,
AGO,Angola,2018,1,32.3153,37.8513,38.1066,19.0000,23.9337,,0.0323,-1.6040,0.5255,0.6557,8278.3689,32.0454,0.1951,58.9625,89.4000,0.3182,0.3455,0.5906,0.6240,0.4223,0.4511,-0.1270,0.4577,0.3034,0.7559,1.2122,0.9988,0.7243,0.1402,P4>P3>P5>P2>P1,1,GII
MDG,Madagascar,2018,1,34.0798,43.3272,40.8234,25.0000,29.2618,24.8000,0.0127,-1.3420,0.4435,0.6691,1546.5956,5.1699,5.6502,52.8686,83.6000,0.3581,0.3203,0.5563,0.6258,0.4160,0.4476,-0.1362,0.7037,0.5816,0.5785,0.6555,1.0319,0.7153,0.1309,P4>P3>P5>P1>P2,0,
MWI,Malawi,2018,1,39.0186,51.9283,44.2673,32.0000,31.3138,23.1000,0.1775,-1.0230,0.4579,0.6841,1363.7945,5.2081,13.3845,59.2381,85.5000,0.4180,0.3404,0.5710,0.4901,0.4399,0.4458,-0.1409,1.2774,0.5846,0.6506,0.5418,1.1811,0.9234,0.0857,P3>P4>P5>P1>P2,0,
COG,"Congo, Rep.",2018,1,32.3427,36.2276,36.3825,19.0000,20.1367,,,-1.4870,0.6044,0.6842,5593.1937,42.6682,1.0505,54.1142,93.1000,0.3099,0.3665,0.6443,0.5187,0.3827,0.4400,-0.1564,0.4238,0.3586,1.0567,0.9179,0.7799,0.6753,0.1355,P3>P4>P5>P2>P1,1,GII
BFA,Burkina Faso,2018,1,41.9627,49.9736,48.1794,41.0000,44.6661,18.9000,0.1744,-1.1270,0.3126,0.6150,2073.3235,8.8762,7.7174,49.4638,86.5000,0.4528,0.3101,0.4638,0.5817,0.3869,0.4385,-0.1603,1.6345,0.3569,0.2059,0.4627,0.8148,0.8651,0.1006,P4>P3>P1>P5>P2,0,
LBY,Libya,2018,1,21.1720,29.9700,22.3305,17.0000,17.1684,,,-1.7620,0.6321,0.8177,18879.3151,31.6169,0.3907,26.8815,94.6000,0.2262,0.3172,0.7249,0.6661,0.2402,0.4381,-0.1615,0.1554,0.2207,1.7444,1.5450,0.3348,0.7276,0.2413,P3>P4>P2>P5>P1,1,GII
GNQ,Equatorial Guinea,2018,1,32.1944,28.9573,31.2711,16.0000,17.1048,,,-2.1810,0.5938,0.6448,18413.1294,27.8024,0.0671,59.3885,83.4000,0.2711,0.2420,0.6193,0.6957,0.4494,0.4362,-0.1664,0.2510,0.0828,0.9232,1.6674,1.2750,0.7829,0.2026,P4>P3>P5>P1>P2,1,GII
PNG,Papua New Guinea,2018,1,37.7947,45.4589,47.4962,28.0000,28.8278,,0.0316,-2.3980,0.4505,0.6941,3909.9157,16.9219,3.4696,52.2818,84.8000,0.3969,0.2031,0.5723,0.6316,0.4081,0.4316,-0.1787,1.0659,0.0276,0.6607,0.6708,0.9788,0.7630,0.1682,P4>P3>P5>P1>P2,1,GII
LBR,Liberia,2018,1,28.0520,42.6621,41.2374,32.0000,27.9025,,,-0.8950,0.4630,0.6308,1799.7275,14.0250,19.8929,65.5774,92.6000,0.3599,0.4727,0.5469,0.3372,0.4421,0.4292,-0.1851,0.7918,0.9931,0.5178,0.2905,1.3033,0.7676,0.0854,P3>P2>P5>P1>P4,1,GII
NGA,Nigeria,2018,1,34.8940,42.9582,41.7722,27.0000,24.6725,22.4000,0.2844,-2.1980,0.5067,0.5026,7158.1711,9.7985,0.8047,33.6874,99.9000,0.3666,0.2315,0.5047,0.7547,0.2522,0.4266,-0.1919,0.7580,0.1704,0.4264,1.2358,0.2636,0.6409,0.2155,P4>P3>P1>P5>P2,0,
IRQ,Iraq,2018,1,30.4485,32.3181,36.5493,18.0000,17.9626,,0.0428,-1.6130,0.5550,0.7864,12034.4011,46.1478,1.0197,28.7944,102.2000,0.2933,0.3439,0.6707,0.5356,0.2181,0.4224,-0.2032,0.3420,0.2759,1.4143,1.1423,0.1816,0.6414,0.1861,P3>P4>P2>P1>P5,1,GII
NER,Niger,2018,1,39.4264,47.0779,44.3918,34.0000,38.8030,20.6000,,-0.5690,0.2379,0.6118,1275.9964,6.7961,9.7606,45.5558,96.2000,0.4122,0.3686,0.4249,0.5365,0.3269,0.4202,-0.2090,1.2171,0.7494,0.1335,0.4825,0.4678,0.7189,0.0787,P4>P3>P1>P2>P5,0,
MLI,Mali,2018,1,32.3050,44.0300,45.1637,32.0000,32.7783,23.3000,0.1331,-0.8660,0.2593,0.5980,2684.4112,7.7427,7.8404,33.8103,93.6000,0.3837,0.3555,0.4286,0.6005,0.2791,0.4185,-0.2133,1.0109,0.7622,0.1029,0.5653,0.4193,0.6547,0.1199,P4>P3>P1>P2>P5,0,
SDN,Sudan,2018,1,22.3317,33.4210,31.1206,16.0000,17.1188,,,-1.9110,0.3554,0.7000,4199.2505,6.1477,3.1701,36.5747,108.7000,0.2572,0.2905,0.5277,0.7121,0.2300,0.4079,-0.2416,0.2116,0.1931,0.5351,0.9351,0.2043,0.4062,0.2091,P4>P3>P2>P1>P5,1,GII
GIN,Guinea,2018,1,35.0463,37.9630,42.2011,28.0000,25.2339,20.7000,,-1.7080,0.3439,0.6007,2844.4643,13.7024,5.6016,49.9997,101.6000,0.3580,0.2669,0.4723,0.6011,0.3267,0.4036,-0.2530,0.7164,0.2432,0.1756,0.5383,0.4649,0.4902,0.1327,P4>P3>P1>P5>P2,0,
MOZ,Mozambique,2018,1,37.9801,40.0831,43.3276,23.0000,30.1921,23.1000,,-1.4770,0.4021,0.6275,1325.5870,16.3976,12.3795,52.2626,88.7000,0.3610,0.2997,0.5148,0.4308,0.3917,0.3935,-0.2799,0.7332,0.3915,0.3827,0.2885,0.8062,0.5560,0.0803,P3>P4>P5>P1>P2,0,
COD,"Congo, Dem. Rep.",2018,1,21.8032,28.4473,34.4347,20.0000,16.8537,,,-2.0670,0.5186,0.6142,1048.8650,18.4168,5.5919,33.4955,110.7000,0.2617,0.2625,0.5664,0.5184,0.2062,0.3686,-0.3458,0.2633,0.1655,0.5915,0.3540,0.1544,0.3045,0.1662,P3>P4>P2>P1>P5,1,GII
AFG,Afghanistan,2018,1,19.6224,28.2766,34.3129,16.0000,16.6860,,,-1.3250,0.3780,0.6530,2432.2767,0.8553,20.7302,21.7828,106.6000,0.2455,0.3956,0.5155,0.4387,0.1647,0.3676,-0.3485,0.1730,0.5241,0.4438,0.9703,0.1204,0.4218,0.1437,P3>P4>P2>P1>P5,1,GII
TCD,Chad,2018,1,28.4343,33.6020,37.1357,19.0000,18.2937,,0.2329,-2.1180,0.2915,0.4992,2227.8134,20.9399,5.7726,42.6578,108.3000,0.2954,0.2533,0.3953,0.5374,0.2620,0.3499,-0.3953,0.3703,0.1103,0.0724,0.3675,0.2735,0.2713,0.1196,P4>P3>P1>P5>P2,1,GII
YEM,"Yemen, Rep.",2018,1,13.7019,27.9602,31.3976,14.0000,12.3708,15.0000,,-2.1020,0.3566,0.7064,,4.8787,38.0320,19.3591,112.7000,0.2176,0.2031,0.5315,0.4512,0.1272,0.3144,-0.4895,0.1223,0.0848,0.6071,0.6828,0.0434,0.2949,0.1749,P3>P4>P1>P2>P5,1,GDPpcPPP
BDI,Burundi,2018,1,31.3256,33.1410,39.4725,17.0000,18.2082,,0.2131,,0.3831,0.6432,823.0131,13.4318,15.4647,38.1594,97.4000,0.3023,,0.5131,0.3746,0.2850,,,0.3698,,0.4234,0.2726,0.3319,,0.1038,P3>P4>P1>P5,2,GII; ECI
BTN,Bhutan,2018,1,61.8106,68.4520,54.1178,68.0000,77.2441,,,,0.5107,0.7956,11969.5615,1.9885,4.5668,84.9434,74.3000,0.6310,,0.6532,0.7706,0.6151,,,2.8518,,1.2986,1.4710,2.7265,,0.0705,P4>P3>P1>P5,2,GII; ECI
CAF,Central African Republic,2018,1,21.5152,30.2298,33.2912,26.0000,23.1421,,,,0.3245,0.4969,905.8178,11.1787,26.8587,33.5481,111.1000,0.2776,,0.4107,0.3189,0.2048,,,0.3278,,0.0830,0.2554,0.1528,,0.0859,P3>P4>P1>P5,2,GII; ECI
COM,Comoros,2018,1,25.8019,41.2317,35.2889,27.0000,27.1369,,,,0.5298,0.6985,3276.0094,1.5519,7.6746,58.9315,82.6000,0.3233,,0.6141,0.6549,0.4505,,,0.5342,,0.9000,1.0519,1.2588,,0.1530,P4>P3>P5>P1,2,GII; ECI
CPV,Cabo Verde,2018,1,58.0568,69.7019,51.5976,57.0000,65.5147,,,,0.5291,0.8437,7916.4212,14.3437,3.9047,80.2221,68.0000,0.5909,,0.6864,0.6779,0.6178,,,2.5866,,1.6381,0.9009,2.7529,,0.0464,P3>P4>P5>P1,2,GII; ECI
DJI,Djibouti,2018,1,36.3295,39.9848,43.1940,31.0000,31.2253,,,,0.2885,0.6785,5083.1108,0.2790,6.4669,60.8260,87.1000,0.3763,,0.4835,0.7061,0.4412,,,0.8797,,0.3697,1.4681,1.2022,,0.1432,P4>P3>P5>P1,2,GII; ECI
GMB,"Gambia, The",2018,1,41.5730,49.0648,43.6367,37.0000,39.3950,,0.0693,,0.3772,0.6774,2277.4424,2.7225,14.2633,63.9222,87.1000,0.4282,,0.5273,0.5185,0.4567,,,1.3932,,0.4846,0.7657,1.3568,,0.0480,P3>P4>P5>P1,2,GII; ECI
GNB,Guinea-Bissau,2018,1,27.3204,37.4490,35.1107,16.0000,15.5452,,,,0.4079,0.6408,2057.9697,9.8889,10.2196,54.8022,98.1000,0.2897,,0.5243,0.5329,0.3653,,,0.3282,,0.4548,0.4050,0.6919,,0.1202,P4>P3>P5>P1,2,GII; ECI
GRD,Grenada,2018,1,48.3348,64.2218,52.5309,52.0000,56.2891,,,,0.7730,0.8455,15974.8592,0.0000,3.0136,81.5431,59.9000,0.5427,,0.8093,0.8246,0.6581,,,2.3477,,2.5649,2.3504,2.9955,,0.1337,P4>P3>P5>P1,2,GII; ECI
GUY,Guyana,2018,1,49.6879,49.9039,47.5345,37.0000,40.4082,,,,0.6359,0.7512,12442.5087,6.6086,2.2220,65.1929,70.4000,0.4603,,0.6935,0.7808,0.5326,,,1.7296,,1.3753,1.3727,2.0383,,0.1465,P4>P3>P5>P1,2,GII; ECI
LSO,Lesotho,2018,1,39.0551,51.1611,46.7109,41.0000,48.2722,,,,0.5518,0.5329,2632.2878,3.6096,5.0532,63.5065,80.1000,0.4448,,0.5423,0.6735,0.4838,,,1.5367,,0.6242,0.8579,1.5260,,0.1000,P4>P3>P5>P1,2,GII; ECI
MDV,Maldives,2018,1,45.3455,46.1911,51.2838,31.0000,29.7800,,,,0.5694,0.9144,21899.4293,0.0026,2.6757,63.5713,72.4000,0.4346,,0.7419,0.8465,0.5162,,,1.4634,,2.2252,2.4444,1.8559,,0.1919,P4>P3>P5>P1,2,GII; ECI
SLB,Solomon Islands,2018,1,29.9330,54.1718,40.4844,44.0000,44.8627,,,,0.5089,0.7662,2493.9768,22.3397,12.2618,72.4136,83.1000,0.4215,,0.6376,0.4257,0.5158,,,1.3622,,1.0933,0.2914,1.8563,,0.1014,P3>P5>P4>P1,2,GII; ECI
SLE,Sierra Leone,2018,1,32.3906,44.2858,40.3917,30.0000,37.0949,,,,0.3647,0.6009,2640.4757,8.5553,8.0382,62.3662,89.1000,0.3677,,0.4828,0.5910,0.4406,,,0.8367,,0.2588,0.5229,1.1952,,0.0933,P4>P3>P5>P1,2,GII; ECI
STP,Sao Tome and Principe,2018,1,43.9278,48.4455,41.7972,46.0000,51.0236,,,,0.5386,0.7323,3941.0328,2.3369,13.5337,73.8647,72.1000,0.4504,,0.6354,0.5615,0.5689,,,1.5336,,1.1569,0.9395,2.2857,,0.0767,P3>P5>P4>P1,2,GII; ECI
SUR,Suriname,2018,1,48.8805,52.4780,43.4305,43.0000,42.0124,,,,0.5823,0.7918,17855.4787,8.4439,0.3933,68.4515,64.0000,0.4695,,0.6870,0.8177,0.5756,,,1.7823,,1.5178,1.7168,2.3437,,0.1494,P4>P3>P5>P1,2,GII; ECI
SYC,Seychelles,2018,1,63.9890,64.4455,58.8493,66.0000,64.3795,,0.2017,,0.8717,0.8027,32091.2989,0.1215,1.0369,79.2192,56.8000,0.6332,,0.8372,0.8927,0.6594,,,2.9214,,2.7040,2.5929,2.8248,,0.1287,P4>P3>P5>P1,2,GII; ECI
SYR,Syrian Arab Republic,2018,1,22.7528,26.3838,30.4498,13.0000,15.6454,,,,0.4096,0.7288,3455.8923,3.3504,48.2449,24.4910,111.4000,0.2315,,0.5692,0.4402,0.1583,,,0.1308,,0.8242,0.7634,0.0739,,0.1888,P3>P4>P1>P5,2,GII; ECI
TLS,Timor-Leste,2018,1,32.3197,41.0489,40.0787,35.0000,35.9245,,,,0.5548,0.7108,3561.2877,62.7690,9.2876,70.1430,88.3000,0.3711,,0.6328,0.3093,0.4828,,,0.8325,,1.0859,0.3528,1.5574,,0.1420,P3>P5>P1>P4,2,GII; ECI
CHE,Switzerland,2024,1,87.1232,87.3184,82.7949,81.0000,88.4840,67.4700,3.2218,1.5840,0.9280,0.9839,96497.6948,,,82.6458,17.8000,0.8456,0.7961,0.9560,0.9514,0.8391,0.8758,1.0000,3.8992,3.9586,3.8556,3.5027,3.5978,3.8126,0.0720,P3>P4>P1>P5>P2,2,ResRents; ODA
SGP,Singapore,2024,1,95.6656,81.5962,88.4893,84.0000,87.6926,61.1800,1.8082,1.5200,0.8647,0.9806,150689.3016,,,86.9368,25.5000,0.8744,0.7589,0.9226,0.9858,0.8284,0.8729,0.9922,3.9019,3.8997,3.6071,3.5521,3.6600,3.7848,0.0869,P4>P3>P1>P5>P2,2,ResRents; ODA
FIN,Finland,2024,1,86.6734,91.7522,85.8303,88.0000,92.2260,59.4400,3.0938,1.1460,0.9327,0.9525,65378.3842,,,80.1160,16.0000,0.8806,0.7166,0.9426,0.9212,0.8339,0.8555,0.9461,3.9554,3.6891,3.6508,3.2969,3.5235,3.7055,0.0898,P3>P4>P1>P5>P2,2,ResRents; ODA
DNK,Denmark,2024,1,88.5349,91.4604,85.3128,90.0000,94.1568,57.1100,3.0484,1.0120,0.9342,0.9528,81878.2350,,,79.0280,17.9000,0.8883,0.6930,0.9435,0.9387,0.8206,0.8538,0.9416,3.9708,3.5750,3.6714,3.4369,3.4224,3.7087,0.1041,P3>P4>P1>P5>P2,2,ResRents; ODA
SWE,Sweden,2024,1,85.8477,86.6825,81.2294,80.0000,87.6822,64.5200,3.5998,1.2360,0.9247,0.9733,71844.9130,,,76.2033,20.6000,0.8344,0.7501,0.9490,0.9285,0.7952,0.8512,0.9346,3.8394,3.8194,3.7529,3.3463,3.2714,3.6715,0.0854,P3>P4>P1>P5>P2,2,ResRents; ODA
NOR,Norway,2024,1,87.1769,90.5162,81.2082,81.0000,87.5486,49.0600,1.8514,0.7260,0.9373,0.9740,102037.5268,,,81.3236,14.5000,0.8498,0.6271,0.9556,0.9557,0.8462,0.8361,0.8947,3.8845,3.1613,3.8356,3.5109,3.5556,3.6797,0.1342,P4>P3>P1>P5>P2,2,ResRents; ODA
NLD,Netherlands,2024,1,85.4064,86.3420,82.0185,78.0000,86.5164,58.8300,2.2672,0.9480,0.9223,0.9563,86173.6291,,,73.2074,21.0000,0.8294,0.6958,0.9393,0.9426,0.7785,0.8355,0.8932,3.8242,3.5499,3.6399,3.4780,3.1153,3.6091,0.1061,P4>P3>P1>P5>P2,2,ResRents; ODA
IRL,Ireland,2024,1,82.6756,84.3525,83.1636,77.0000,79.6864,49.9600,1.5883,1.1930,0.8908,0.9602,133437.4701,,,78.0218,19.5000,0.8180,0.6735,0.9255,0.9764,0.8089,0.8341,0.8895,3.7840,3.5500,3.5979,3.5439,3.3655,3.6420,0.1174,P4>P3>P1>P5>P2,2,ResRents; ODA
JPN,Japan,2024,1,91.9378,82.9800,75.8330,71.0000,75.3229,54.1200,3.4413,1.7290,0.8537,0.9956,52039.1717,,,85.2704,30.5000,0.8044,0.7423,0.9246,0.9036,0.7993,0.8323,0.8845,3.7118,3.8195,3.5651,3.1488,3.5573,3.6043,0.0767,P3>P4>P1>P5>P2,2,ResRents; ODA
DEU,Germany,2024,1,81.4068,84.9456,78.4893,75.0000,83.7516,58.0800,3.1539,1.3560,0.9574,0.9443,73551.9348,,,68.0171,24.6000,0.7996,0.7287,0.9508,0.9304,0.7376,0.8321,0.8840,3.7102,3.8107,3.6512,3.3710,2.9079,3.5567,0.1054,P3>P4>P1>P5>P2,2,ResRents; ODA
KOR,"Korea, Rep.",2024,1,80.2484,76.1969,70.8499,64.0000,65.0512,60.9300,4.9435,1.6000,0.8857,0.9897,61051.3493,,,76.8155,31.5000,0.7282,0.7648,0.9377,0.9160,0.7528,0.8193,0.8500,3.4375,3.8972,3.7310,3.2311,3.1968,3.5080,0.0988,P3>P4>P2>P5>P1,2,ResRents; ODA
NZL,New Zealand,2024,1,87.2961,85.6628,83.9531,83.0000,86.8915,45.8600,1.5485,0.5230,0.9294,0.9552,55551.1437,,,85.5494,16.7000,0.8498,0.5929,0.9423,0.9086,0.8582,0.8167,0.8431,3.9057,2.9770,3.6712,3.1899,3.7346,3.5974,0.1380,P3>P4>P5>P1>P2,2,ResRents; ODA
CAN,Canada,2024,1,85.5449,82.1066,76.3468,75.0000,80.8872,52.9100,1.7908,0.7780,0.9037,0.9635,64610.3795,,,76.1173,18.9000,0.7975,0.6510,0.9336,0.9203,0.8018,0.8131,0.8336,3.7007,3.3355,3.6496,3.2887,3.2953,3.5275,0.1144,P3>P4>P5>P1>P2,2,ResRents; ODA
GBR,United Kingdom,2024,1,74.3799,78.8208,78.6972,71.0000,78.4146,61.0500,2.6761,1.2460,0.9444,0.9431,62009.4908,,,70.2965,41.9000,0.7572,0.7337,0.9438,0.9172,0.6769,0.8126,0.8323,3.5757,3.7881,3.6306,3.2476,2.7744,3.4583,0.1179,P3>P4>P1>P2>P5,2,ResRents; ODA
AUT,Austria,2024,1,80.7887,85.8398,76.1710,67.0000,74.0564,50.2800,3.2552,1.2490,0.8644,0.9532,73911.4397,,,74.2917,24.4000,0.7745,0.6801,0.9088,0.9307,0.7698,0.8085,0.8215,3.6371,3.6215,3.4018,3.3792,3.1509,3.5041,0.1049,P4>P3>P1>P5>P2,2,ResRents; ODA
AUS,Australia,2024,1,86.5156,82.2714,82.0262,77.0000,85.3425,48.1000,,0.1310,0.9290,0.9834,72111.1845,,,79.4447,22.0000,0.8195,0.5689,0.9562,0.9288,0.8056,0.8047,0.8113,3.7891,2.6761,3.8557,3.3545,3.4037,3.5221,0.1529,P3>P4>P1>P5>P2,2,ResRents; ODA
USA,United States,2024,1,77.7839,73.5178,76.1935,65.0000,69.8552,62.3800,3.4472,1.1220,0.9060,0.9124,85809.9004,,,64.2697,45.3000,0.7312,0.7292,0.9092,0.9423,0.6326,0.7987,0.7953,3.4589,3.7354,3.4036,3.4698,2.4740,3.3707,0.1316,P4>P3>P1>P2>P5,2,ResRents; ODA
EST,Estonia,2024,1,76.5592,82.5475,76.9066,76.0000,81.6444,52.3100,1.8388,0.8900,0.8956,0.9100,49968.7108,,,77.8443,38.6000,0.7800,0.6580,0.9028,0.9005,0.7284,0.7930,0.7803,3.6678,3.4020,3.3416,3.0994,3.1491,3.4158,0.1074,P3>P4>P1>P5>P2,2,ResRents; ODA
BEL,Belgium,2024,1,74.5710,79.0426,74.4753,69.0000,77.5852,47.7300,3.2723,0.9710,0.9230,0.9556,73514.4831,,,67.9690,31.4000,0.7427,0.6424,0.9393,0.9303,0.7090,0.7911,0.7753,3.5234,3.3231,3.6400,3.3628,2.8312,3.4044,0.1347,P3>P4>P1>P5>P2,2,ResRents; ODA
FRA,France,2024,1,74.6869,73.8081,72.9392,67.0000,72.5135,55.4100,2.1783,1.0870,0.8393,0.9742,62556.9181,,,61.7715,28.8000,0.7211,0.6912,0.9067,0.9178,0.6889,0.7869,0.7641,3.4190,3.5587,3.4106,3.2640,2.6023,3.3111,0.1168,P4>P3>P1>P2>P5,2,ResRents; ODA
CZE,Czechia,2024,1,74.2325,77.4133,74.2917,56.0000,66.7010,44.0400,1.8337,1.3230,0.8986,0.9205,57285.4237,,,82.4960,40.2000,0.7048,0.6555,0.9095,0.9110,0.7450,0.7787,0.7424,3.3429,3.4674,3.3930,3.2146,3.3200,3.3737,0.1185,P4>P3>P5>P1>P2,2,ResRents; ODA
SVN,Slovenia,2024,1,72.5215,73.8082,67.4510,60.0000,61.5047,40.1700,2.1338,1.2770,0.9172,0.9477,57186.3714,,,78.2088,27.3000,0.6845,0.6320,0.9325,0.9109,0.7773,0.7755,0.7339,3.2435,3.3934,3.5474,3.1982,3.2802,3.3439,0.1333,P3>P4>P5>P1>P2,2,ResRents; ODA
ISR,Israel,2024,1,74.1410,67.2863,72.4302,64.0000,65.1273,52.7300,6.3459,1.3340,0.8660,0.9601,57235.7763,,,48.1722,44.1000,0.6946,0.7000,0.9130,0.9110,0.5571,0.7692,0.7171,3.2584,3.7067,3.4944,3.2064,1.8876,3.1663,0.1542,P3>P4>P2>P1>P5,2,ResRents; ODA
LTU,Lithuania,2024,1,74.7023,80.6163,75.2330,63.0000,67.9504,40.0600,1.0498,0.8280,0.9108,0.8619,55285.8992,,,81.9416,39.4000,0.7339,0.5912,0.8863,0.9083,0.7455,0.7648,0.7054,3.4866,3.0887,3.0961,3.1817,3.2829,3.3057,0.1289,P4>P3>P5>P1>P2,2,ResRents; ODA
ARE,United Arab Emirates,2024,1,75.8393,65.5158,72.6170,68.0000,71.5418,42.8000,,0.3840,0.8664,0.9678,79228.7388,,,79.3661,37.0000,0.7049,0.5651,0.9171,0.9361,0.7427,0.7624,0.6992,3.2783,2.8166,3.5457,3.4204,3.2503,3.3086,0.1550,P4>P3>P5>P1>P2,2,ResRents; ODA
PRT,Portugal,2024,1,69.7634,75.4172,66.5361,57.0000,64.5373,43.6600,1.6949,0.7130,0.8092,0.9594,51679.8884,,,75.0660,25.7000,0.6718,0.5989,0.8843,0.9031,0.7682,0.7520,0.6714,3.2017,2.9971,3.2251,3.1406,3.1464,3.1857,0.1319,P4>P3>P5>P1>P2,2,ResRents; ODA
ITA,Italy,2024,1,66.7458,67.6217,64.9589,54.0000,59.0517,45.3300,1.3794,1.1180,0.8252,0.9802,62014.2675,,,71.1675,42.6000,0.6333,0.6436,0.9027,0.9172,0.6783,0.7510,0.6690,2.9730,3.3689,3.3999,3.2558,2.7810,3.1563,0.1425,P4>P3>P5>P2>P1,2,ResRents; ODA
ESP,Spain,2024,1,72.9391,73.0012,64.6543,56.0000,62.3193,44.9300,1.4936,0.8140,0.8538,0.9795,57965.2948,,,65.8433,43.5000,0.6665,0.6143,0.9166,0.9119,0.6480,0.7507,0.6681,3.0949,3.1664,3.5037,3.2229,2.5848,3.1459,0.1498,P3>P4>P1>P5>P2,2,ResRents; ODA
LVA,Latvia,2024,1,65.7909,75.7482,72.2085,59.0000,64.5568,36.3500,0.8236,0.7320,0.9048,0.8645,43394.2733,,,76.4874,43.3000,0.6819,0.5641,0.8847,0.8895,0.7020,0.7365,0.6305,3.2461,2.8593,3.1061,3.0253,3.0018,3.1149,0.1405,P4>P3>P5>P1>P2,2,ResRents; ODA
CYP,Cyprus,2024,1,68.2497,68.8262,66.5270,56.0000,58.6330,45.0700,0.6815,0.4770,0.8690,0.9484,63006.6133,,,72.4855,57.0000,0.6490,0.5848,0.9087,0.9184,0.6249,0.7364,0.6300,3.0564,2.9194,3.4023,3.2722,2.5485,3.0837,0.1627,P4>P3>P1>P5>P2,2,ResRents; ODA
POL,Poland,2024,1,64.4341,66.8938,65.6794,53.0000,63.9281,37.0000,1.5553,0.9820,0.9036,0.9020,51262.5106,,,74.4122,45.2000,0.6250,0.5897,0.9028,0.9024,0.6837,0.7331,0.6214,2.8989,3.0963,3.3418,3.1323,2.8813,3.0722,0.1515,P3>P4>P5>P1>P2,2,ResRents; ODA
